img,act_class,act_name
032807922.jpg,miscellaneous,standing miscellaneous
040472531.jpg,miscellaneous,standing miscellaneous
082264635.jpg,miscellaneous,standing miscellaneous
059347620.jpg,miscellaneous,standing miscellaneous
099734455.jpg,miscellaneous,standing miscellaneous
078687920.jpg,miscellaneous,standing miscellaneous
027366625.jpg,miscellaneous,standing miscellaneous
026434512.jpg,miscellaneous,standing miscellaneous
033589827.jpg,miscellaneous,standing miscellaneous
084325948.jpg,miscellaneous,standing miscellaneous
002728765.jpg,miscellaneous,standing miscellaneous
023018128.jpg,miscellaneous,sitting talking in person on the phone computer or text messaging light effort
090491842.jpg,miscellaneous,sitting talking in person on the phone computer or text messaging light effort
063989644.jpg,miscellaneous,sitting talking in person on the phone computer or text messaging light effort
022684710.jpg,miscellaneous,sitting talking in person on the phone computer or text messaging light effort
021914497.jpg,miscellaneous,sitting talking in person on the phone computer or text messaging light effort
086261810.jpg,miscellaneous,sitting talking in person on the phone computer or text messaging light effort
089375751.jpg,miscellaneous,sitting talking in person on the phone computer or text messaging light effort
025613109.jpg,miscellaneous,sitting talking in person on the phone computer or text messaging light effort
042051036.jpg,miscellaneous,sitting talking in person on the phone computer or text messaging light effort
083459574.jpg,miscellaneous,sitting talking in person on the phone computer or text messaging light effort
077100744.jpg,miscellaneous,sitting talking in person on the phone computer or text messaging light effort
081391611.jpg,sports,golf
051839819.jpg,sports,golf
091154905.jpg,sports,golf
032595154.jpg,sports,golf
015667213.jpg,,
070873233.jpg,,
053935442.jpg,,
085458577.jpg,,
008115925.jpg,,
084369240.jpg,,
029329465.jpg,,
065485567.jpg,,
004012879.jpg,,
060958130.jpg,,
071727169.jpg,,
036875021.jpg,,
021541071.jpg,,
053763068.jpg,,
083319080.jpg,,
032354736.jpg,sports,golf
025246930.jpg,sports,golf
027893531.jpg,sports,golf
094913215.jpg,sports,golf
035927692.jpg,sports,golf
000360424.jpg,sports,golf
078168121.jpg,,
069927480.jpg,,
012856826.jpg,,
098490425.jpg,,
060806229.jpg,,
050077949.jpg,,
038221927.jpg,,
089867276.jpg,,
024396348.jpg,,
028576890.jpg,sports,golf
012241081.jpg,sports,golf
075911910.jpg,sports,golf
059554928.jpg,sports,golf
060906617.jpg,sports,golf
021847043.jpg,sports,golf
065116839.jpg,sports,golf
076545845.jpg,sports,golf
035788853.jpg,sports,golf
080134714.jpg,sports,golf
034879059.jpg,sports,golf
075813846.jpg,sports,golf
003373011.jpg,sports,golf
055116460.jpg,sports,golf
096952656.jpg,sports,golf
098124460.jpg,sports,golf
028175258.jpg,sports,golf
044139909.jpg,sports,golf
006297791.jpg,sports,golf
087334131.jpg,sports,golf
056857215.jpg,sports,golf
038510068.jpg,sports,golf
011277056.jpg,sports,golf
094676729.jpg,,
053021905.jpg,,
028292793.jpg,,
035021513.jpg,,
027069718.jpg,,
060180981.jpg,,
092996358.jpg,,
085669380.jpg,,
046038088.jpg,home activities,cutting and smoking fish drying fish or meat
082649936.jpg,home activities,cutting and smoking fish drying fish or meat
042310548.jpg,,
025230714.jpg,,
098341512.jpg,,
030388757.jpg,home activities,cutting and smoking fish drying fish or meat
032372423.jpg,home activities,cutting and smoking fish drying fish or meat
098969287.jpg,home activities,cutting and smoking fish drying fish or meat
013392749.jpg,home activities,cutting and smoking fish drying fish or meat
076053399.jpg,home activities,cutting and smoking fish drying fish or meat
093581276.jpg,home activities,cutting and smoking fish drying fish or meat
051179499.jpg,home activities,cutting and smoking fish drying fish or meat
000252176.jpg,home activities,cutting and smoking fish drying fish or meat
037505894.jpg,home activities,cutting and smoking fish drying fish or meat
011156899.jpg,home activities,cutting and smoking fish drying fish or meat
041618766.jpg,home activities,cutting and smoking fish drying fish or meat
079002676.jpg,home activities,cutting and smoking fish drying fish or meat
043871155.jpg,home activities,cutting and smoking fish drying fish or meat
043192512.jpg,,
055678948.jpg,,
058169058.jpg,,
085629631.jpg,,
030835544.jpg,,
082167126.jpg,,
056593375.jpg,,
030052955.jpg,,
029512604.jpg,,
036113752.jpg,home activities,cutting and smoking fish drying fish or meat
062269324.jpg,home activities,cutting and smoking fish drying fish or meat
023081173.jpg,home activities,cutting and smoking fish drying fish or meat
092033356.jpg,home activities,cutting and smoking fish drying fish or meat
057491258.jpg,home activities,cutting and smoking fish drying fish or meat
092001578.jpg,home activities,cutting and smoking fish drying fish or meat
004640436.jpg,home activities,cutting and smoking fish drying fish or meat
034261137.jpg,home activities,cutting and smoking fish drying fish or meat
002280766.jpg,home activities,cutting and smoking fish drying fish or meat
027225182.jpg,home activities,cutting and smoking fish drying fish or meat
086200647.jpg,home activities,cutting and smoking fish drying fish or meat
003660972.jpg,home activities,cutting and smoking fish drying fish or meat
043614710.jpg,home activities,cutting and smoking fish drying fish or meat
011756707.jpg,home activities,cutting and smoking fish drying fish or meat
041684066.jpg,,
083885158.jpg,,
062307103.jpg,,
073675635.jpg,running,running
034910412.jpg,,
094439770.jpg,running,running
070926209.jpg,running,running
042179882.jpg,running,running
042646480.jpg,running,running
091868418.jpg,running,running
057640469.jpg,running,running
070637921.jpg,running,running
041703522.jpg,running,running
022369276.jpg,running,running
072355929.jpg,running,running
060782377.jpg,,
050134288.jpg,,
062402094.jpg,running,running
020828559.jpg,water activities,swimming sidestroke general
079393871.jpg,water activities,swimming sidestroke general
094816281.jpg,,
089110314.jpg,,
032143575.jpg,,
040600577.jpg,water activities,swimming general
080840230.jpg,,
059511713.jpg,,
054791444.jpg,,
092664197.jpg,water activities,swimming sidestroke general
053602496.jpg,water activities,swimming sidestroke general
051493868.jpg,water activities,swimming sidestroke general
004201859.jpg,water activities,swimming sidestroke general
006941696.jpg,water activities,swimming sidestroke general
000742031.jpg,water activities,swimming sidestroke general
091324423.jpg,,
040838666.jpg,,
046856138.jpg,,
084538695.jpg,water activities,swimming general
060924631.jpg,water activities,swimming general
060950160.jpg,water activities,swimming general
029653443.jpg,water activities,swimming general
083390837.jpg,walking,backpacking
016582998.jpg,walking,backpacking
005314959.jpg,walking,backpacking
019160336.jpg,walking,backpacking
026773722.jpg,walking,backpacking
028231106.jpg,walking,backpacking
067051360.jpg,walking,backpacking
021782459.jpg,walking,backpacking
067665830.jpg,walking,backpacking
009113217.jpg,walking,backpacking
014720246.jpg,walking,backpacking
050882145.jpg,walking,backpacking
092189580.jpg,walking,backpacking
085956759.jpg,walking,backpacking
096875344.jpg,walking,backpacking
065047907.jpg,walking,backpacking
067581487.jpg,walking,backpacking
062502300.jpg,walking,backpacking
062281892.jpg,walking,backpacking
014712035.jpg,walking,backpacking
054373896.jpg,walking,backpacking
038606793.jpg,walking,backpacking
044253722.jpg,walking,backpacking
052360057.jpg,walking,backpacking
012839617.jpg,walking,backpacking
035948773.jpg,walking,backpacking
006344956.jpg,walking,backpacking
097966813.jpg,walking,backpacking
011852803.jpg,walking,backpacking
025852474.jpg,walking,backpacking
089129293.jpg,walking,backpacking
048271005.jpg,walking,backpacking
013563720.jpg,walking,backpacking
038423054.jpg,walking,backpacking
011586799.jpg,walking,backpacking
020021600.jpg,walking,backpacking
005202985.jpg,walking,backpacking
043822749.jpg,walking,backpacking
080663612.jpg,walking,backpacking
058596918.jpg,walking,backpacking
060634531.jpg,walking,backpacking
020058403.jpg,walking,backpacking
034389384.jpg,walking,backpacking
084524210.jpg,walking,backpacking
008785618.jpg,walking,backpacking
085793065.jpg,walking,backpacking
048369003.jpg,walking,backpacking
083714743.jpg,walking,backpacking
031800642.jpg,sports,badminton competitive (Taylor Code 450)
033884295.jpg,sports,badminton competitive (Taylor Code 450)
075160487.jpg,sports,badminton competitive (Taylor Code 450)
078499617.jpg,sports,badminton competitive (Taylor Code 450)
022964468.jpg,sports,badminton competitive (Taylor Code 450)
097287132.jpg,sports,badminton competitive (Taylor Code 450)
008449010.jpg,sports,badminton competitive (Taylor Code 450)
006850296.jpg,sports,badminton competitive (Taylor Code 450)
059550422.jpg,sports,badminton competitive (Taylor Code 450)
072274077.jpg,sports,badminton competitive (Taylor Code 450)
096088613.jpg,,
040494578.jpg,,
002529141.jpg,,
060289634.jpg,,
028969602.jpg,,
043294712.jpg,,
048846948.jpg,,
006451261.jpg,,
048598178.jpg,,
042631967.jpg,sports,badminton competitive (Taylor Code 450)
071254427.jpg,sports,badminton competitive (Taylor Code 450)
064566591.jpg,sports,badminton competitive (Taylor Code 450)
018521572.jpg,sports,badminton competitive (Taylor Code 450)
020613892.jpg,sports,badminton competitive (Taylor Code 450)
025100618.jpg,sports,badminton competitive (Taylor Code 450)
017895044.jpg,sports,badminton competitive (Taylor Code 450)
065721320.jpg,sports,badminton competitive (Taylor Code 450)
099443018.jpg,sports,badminton competitive (Taylor Code 450)
065210834.jpg,sports,badminton competitive (Taylor Code 450)
060668155.jpg,sports,badminton competitive (Taylor Code 450)
040992793.jpg,sports,badminton competitive (Taylor Code 450)
031258026.jpg,sports,badminton competitive (Taylor Code 450)
091107376.jpg,sports,badminton competitive (Taylor Code 450)
096900187.jpg,sports,badminton competitive (Taylor Code 450)
049677618.jpg,sports,badminton competitive (Taylor Code 450)
029020050.jpg,sports,badminton competitive (Taylor Code 450)
077012221.jpg,,
013245679.jpg,,
076558824.jpg,,
081894837.jpg,,
012490394.jpg,sports,badminton competitive (Taylor Code 450)
097686147.jpg,sports,badminton competitive (Taylor Code 450)
098551229.jpg,sports,badminton competitive (Taylor Code 450)
093671948.jpg,sports,badminton competitive (Taylor Code 450)
049603481.jpg,water activities,snorkeling (Taylor Code 310)
024607414.jpg,water activities,snorkeling (Taylor Code 310)
058200928.jpg,water activities,snorkeling (Taylor Code 310)
041993384.jpg,water activities,snorkeling (Taylor Code 310)
020594864.jpg,water activities,snorkeling (Taylor Code 310)
042367641.jpg,water activities,snorkeling (Taylor Code 310)
066388984.jpg,water activities,snorkeling (Taylor Code 310)
007091331.jpg,water activities,snorkeling (Taylor Code 310)
033341800.jpg,water activities,snorkeling (Taylor Code 310)
001779489.jpg,water activities,snorkeling (Taylor Code 310)
074949551.jpg,water activities,snorkeling (Taylor Code 310)
064069127.jpg,water activities,snorkeling (Taylor Code 310)
006267213.jpg,water activities,snorkeling (Taylor Code 310)
096473756.jpg,water activities,snorkeling (Taylor Code 310)
002262156.jpg,water activities,snorkeling (Taylor Code 310)
058996065.jpg,water activities,snorkeling (Taylor Code 310)
077636746.jpg,water activities,snorkeling (Taylor Code 310)
078789631.jpg,water activities,snorkeling (Taylor Code 310)
003428514.jpg,water activities,snorkeling (Taylor Code 310)
090641513.jpg,water activities,snorkeling (Taylor Code 310)
091845167.jpg,water activities,snorkeling (Taylor Code 310)
056139037.jpg,water activities,snorkeling (Taylor Code 310)
048208320.jpg,water activities,snorkeling (Taylor Code 310)
004486746.jpg,water activities,snorkeling (Taylor Code 310)
056195414.jpg,water activities,snorkeling (Taylor Code 310)
040937908.jpg,,
077280641.jpg,,
040388357.jpg,,
068358083.jpg,,
010140815.jpg,water activities,snorkeling (Taylor Code 310)
013295227.jpg,water activities,snorkeling (Taylor Code 310)
013971019.jpg,water activities,snorkeling (Taylor Code 310)
004552550.jpg,water activities,snorkeling (Taylor Code 310)
054132886.jpg,water activities,skindiving scuba diving snorkeling
079396773.jpg,water activities,snorkeling (Taylor Code 310)
061041120.jpg,water activities,snorkeling (Taylor Code 310)
057495489.jpg,water activities,snorkeling (Taylor Code 310)
068062393.jpg,water activities,snorkeling (Taylor Code 310)
033964532.jpg,water activities,snorkeling (Taylor Code 310)
036195407.jpg,water activities,snorkeling (Taylor Code 310)
031427010.jpg,water activities,snorkeling (Taylor Code 310)
071210893.jpg,water activities,snorkeling (Taylor Code 310)
016164034.jpg,water activities,snorkeling (Taylor Code 310)
001302528.jpg,water activities,snorkeling (Taylor Code 310)
059619645.jpg,water activities,snorkeling (Taylor Code 310)
094238136.jpg,water activities,snorkeling (Taylor Code 310)
060940792.jpg,water activities,snorkeling (Taylor Code 310)
078292165.jpg,water activities,snorkeling (Taylor Code 310)
067279071.jpg,water activities,snorkeling (Taylor Code 310)
049743665.jpg,water activities,snorkeling (Taylor Code 310)
071839240.jpg,inactivity quiet/light,reclining
082410412.jpg,inactivity quiet/light,sitting quietly
022473164.jpg,inactivity quiet/light,sitting quietly
033613048.jpg,inactivity quiet/light,sitting quietly
022372573.jpg,miscellaneous,sitting talking in person on the phone computer or text messaging light effort
045217296.jpg,miscellaneous,sitting talking in person on the phone computer or text messaging light effort
088506455.jpg,miscellaneous,sitting talking in person on the phone computer or text messaging light effort
034520710.jpg,miscellaneous,sitting talking in person on the phone computer or text messaging light effort
037446689.jpg,miscellaneous,sitting talking in person on the phone computer or text messaging light effort
086036723.jpg,inactivity quiet/light,reclining
051537433.jpg,miscellaneous,sitting talking in person on the phone computer or text messaging light effort
053544900.jpg,miscellaneous,sitting talking in person on the phone computer or text messaging light effort
086080120.jpg,inactivity quiet/light,reclining
049052674.jpg,inactivity quiet/light,reclining
068155753.jpg,inactivity quiet/light,reclining
008564467.jpg,inactivity quiet/light,reclining
017863171.jpg,inactivity quiet/light,reclining
040437620.jpg,inactivity quiet/light,reclining
049483907.jpg,,
096573370.jpg,,
097065163.jpg,,
085119709.jpg,,
031559884.jpg,,
096402829.jpg,,
068934086.jpg,,
039294013.jpg,,
070167492.jpg,,
001652273.jpg,,
014615468.jpg,,
082968571.jpg,,
064557364.jpg,,
036419470.jpg,,
050066664.jpg,inactivity quiet/light,reclining
090514215.jpg,inactivity quiet/light,reclining
063157811.jpg,inactivity quiet/light,reclining
039814928.jpg,inactivity quiet/light,reclining
012032666.jpg,inactivity quiet/light,reclining
029374680.jpg,,
097834023.jpg,,
043736306.jpg,,
047183946.jpg,,
049859803.jpg,,
088410402.jpg,,
060392828.jpg,occupation,sitting tasks light effort (e.g. office work chemistry lab work computer work light assembly re
069367704.jpg,occupation,sitting tasks light effort (e.g. office work chemistry lab work computer work light assembly re
038941354.jpg,occupation,sitting tasks light effort (e.g. office work chemistry lab work computer work light assembly re
002908762.jpg,,
093097291.jpg,,
094912768.jpg,,
094915305.jpg,,
094368709.jpg,,
081524194.jpg,occupation,typing electric manual or computer
068459605.jpg,occupation,typing electric manual or computer
084450992.jpg,occupation,typing electric manual or computer
060054624.jpg,occupation,typing electric manual or computer
013436961.jpg,occupation,typing electric manual or computer
039121817.jpg,occupation,typing electric manual or computer
097129491.jpg,occupation,typing electric manual or computer
035113781.jpg,occupation,typing electric manual or computer
086782791.jpg,occupation,typing electric manual or computer
009321147.jpg,occupation,typing electric manual or computer
033418384.jpg,occupation,typing electric manual or computer
035095332.jpg,occupation,typing electric manual or computer
005160254.jpg,,
011909433.jpg,,
019316521.jpg,,
083781559.jpg,,
006340199.jpg,religious activities,standing talking in church
029870090.jpg,religious activities,standing talking in church
001017500.jpg,religious activities,standing talking in church
069562775.jpg,religious activities,standing talking in church
062030309.jpg,religious activities,standing talking in church
064498226.jpg,religious activities,standing talking in church
037438278.jpg,religious activities,standing talking in church
020826782.jpg,religious activities,standing talking in church
072032021.jpg,religious activities,standing talking in church
081111787.jpg,religious activities,standing talking in church
013860150.jpg,religious activities,standing talking in church
048682943.jpg,religious activities,standing talking in church
024871568.jpg,religious activities,standing talking in church
016810686.jpg,religious activities,standing talking in church
073432531.jpg,religious activities,standing talking in church
053809694.jpg,religious activities,standing talking in church
021618533.jpg,religious activities,standing talking in church
031000001.jpg,religious activities,standing talking in church
096665367.jpg,religious activities,standing talking in church
084867956.jpg,religious activities,standing talking in church
087994674.jpg,religious activities,standing talking in church
046001210.jpg,religious activities,standing talking in church
062380726.jpg,religious activities,standing talking in church
037676774.jpg,religious activities,standing talking in church
007771198.jpg,religious activities,standing talking in church
040106931.jpg,religious activities,standing talking in church
059398075.jpg,religious activities,standing talking in church
028714427.jpg,religious activities,standing talking in church
084795057.jpg,religious activities,standing talking in church
015110016.jpg,religious activities,standing talking in church
036712909.jpg,religious activities,standing talking in church
012490391.jpg,religious activities,standing talking in church
040483213.jpg,religious activities,standing talking in church
003966130.jpg,religious activities,standing talking in church
027254940.jpg,religious activities,standing talking in church
040073526.jpg,religious activities,standing talking in church
047816536.jpg,religious activities,standing talking in church
054369636.jpg,religious activities,standing talking in church
027499113.jpg,,
052304133.jpg,,
050900462.jpg,,
031617805.jpg,religious activities,standing talking in church
083020033.jpg,religious activities,standing talking in church
054564113.jpg,religious activities,standing talking in church
033226972.jpg,religious activities,standing talking in church
094733851.jpg,,
084511241.jpg,,
098258781.jpg,,
069223387.jpg,,
037822291.jpg,,
028086067.jpg,,
066331784.jpg,,
098081658.jpg,,
062671508.jpg,,
088161494.jpg,,
032910343.jpg,,
040695378.jpg,,
090627524.jpg,,
075686670.jpg,,
098141032.jpg,,
077476421.jpg,occupation,farming feeding cattle horses
044851571.jpg,occupation,farming feeding cattle horses
053106802.jpg,occupation,farming feeding cattle horses
090051549.jpg,occupation,farming feeding cattle horses
055164674.jpg,occupation,farming feeding cattle horses
025539737.jpg,occupation,farming feeding cattle horses
043561981.jpg,occupation,farming feeding cattle horses
051631599.jpg,occupation,farming feeding cattle horses
009671983.jpg,occupation,farming feeding cattle horses
074376267.jpg,occupation,farming feeding cattle horses
010935393.jpg,occupation,farming feeding cattle horses
040491771.jpg,occupation,farming feeding cattle horses
080462244.jpg,occupation,farming feeding cattle horses
046757036.jpg,occupation,farming feeding cattle horses
084201552.jpg,occupation,farming feeding cattle horses
034188132.jpg,occupation,farming feeding cattle horses
095763629.jpg,occupation,farming feeding cattle horses
020946843.jpg,occupation,farming feeding cattle horses
003826414.jpg,occupation,farming feeding cattle horses
087242654.jpg,occupation,farming feeding cattle horses
075220272.jpg,occupation,farming feeding cattle horses
023198384.jpg,occupation,farming feeding cattle horses
098474161.jpg,occupation,farming feeding cattle horses
050228013.jpg,occupation,farming feeding cattle horses
095106544.jpg,occupation,farming feeding cattle horses
050502877.jpg,occupation,farming feeding cattle horses
047187459.jpg,occupation,farming feeding cattle horses
044913854.jpg,occupation,farming feeding cattle horses
033487528.jpg,occupation,farming feeding cattle horses
053370150.jpg,occupation,farming feeding cattle horses
045255466.jpg,,
003674688.jpg,,
026043523.jpg,,
021312280.jpg,,
086743560.jpg,occupation,farming feeding cattle horses
059886998.jpg,occupation,farming feeding cattle horses
076368310.jpg,occupation,farming feeding cattle horses
095682604.jpg,occupation,farming feeding cattle horses
064403927.jpg,occupation,farming feeding cattle horses
098260999.jpg,home activities,feeding household animals
031176405.jpg,home activities,feeding household animals
018626718.jpg,home activities,feeding household animals
040330989.jpg,home activities,feeding household animals
047079941.jpg,music playing,violin sitting
089536154.jpg,music playing,violin sitting
055994044.jpg,music playing,violin sitting
029218100.jpg,music playing,violin sitting
074263428.jpg,music playing,violin sitting
050583194.jpg,music playing,violin sitting
016213195.jpg,music playing,violin sitting
057681979.jpg,music playing,violin sitting
091139454.jpg,music playing,violin sitting
084262262.jpg,music playing,violin sitting
058680997.jpg,music playing,violin sitting
037708317.jpg,music playing,violin sitting
008697875.jpg,music playing,violin sitting
046964892.jpg,music playing,violin sitting
075207944.jpg,music playing,violin sitting
036027372.jpg,,
023544683.jpg,,
093137972.jpg,,
082155570.jpg,,
063827562.jpg,music playing,violin sitting
013678334.jpg,music playing,violin sitting
014490884.jpg,music playing,violin sitting
010321959.jpg,music playing,violin sitting
061629667.jpg,music playing,violin sitting
011556280.jpg,music playing,violin sitting
084262720.jpg,music playing,violin sitting
099296500.jpg,,
036634818.jpg,,
045366985.jpg,,
071166718.jpg,,
093715301.jpg,,
089409377.jpg,music playing,violin sitting
005759183.jpg,music playing,violin sitting
016907180.jpg,music playing,violin sitting
075459720.jpg,music playing,violin sitting
068889311.jpg,music playing,violin sitting
013321859.jpg,music playing,violin sitting
050206458.jpg,,
078081463.jpg,,
021878068.jpg,,
087128764.jpg,,
005297177.jpg,,
078219509.jpg,,
061581890.jpg,,
031519935.jpg,,
072093255.jpg,,
078236580.jpg,,
093389897.jpg,music playing,violin sitting
036777467.jpg,music playing,violin sitting
068601674.jpg,music playing,violin sitting
060261628.jpg,music playing,violin sitting
052520607.jpg,music playing,violin sitting
089041647.jpg,music playing,violin sitting
000316731.jpg,music playing,violin sitting
028211161.jpg,music playing,violin sitting
053827724.jpg,music playing,violin sitting
017829326.jpg,music playing,violin sitting
090786653.jpg,music playing,violin sitting
064759512.jpg,music playing,violin sitting
047788299.jpg,music playing,violin sitting
081470176.jpg,sports,volleyball non-competitive
045088619.jpg,sports,volleyball non-competitive
055865301.jpg,sports,volleyball non-competitive
000275100.jpg,sports,volleyball non-competitive
036570053.jpg,,
013879047.jpg,,
068968868.jpg,,
047902696.jpg,,
030175756.jpg,,
046783234.jpg,,
020962989.jpg,,
092508663.jpg,,
005397263.jpg,,
086541704.jpg,sports,volleyball indoor
051135879.jpg,sports,volleyball indoor
061894650.jpg,sports,volleyball indoor
030260562.jpg,sports,volleyball indoor
096669762.jpg,sports,volleyball indoor
028185096.jpg,sports,volleyball indoor
058887800.jpg,sports,volleyball indoor
099341671.jpg,sports,volleyball indoor
088109440.jpg,sports,volleyball indoor
053632983.jpg,sports,volleyball indoor
099037452.jpg,sports,volleyball indoor
070136986.jpg,sports,volleyball indoor
020870042.jpg,sports,volleyball indoor
040559621.jpg,sports,volleyball indoor
033449333.jpg,sports,volleyball indoor
034401371.jpg,sports,volleyball indoor
076045644.jpg,sports,volleyball indoor
058426293.jpg,sports,volleyball indoor
003809271.jpg,sports,volleyball indoor
087744848.jpg,sports,volleyball indoor
029679614.jpg,winter activities,dog sledding
099707488.jpg,winter activities,dog sledding
095419073.jpg,winter activities,dog sledding
094053072.jpg,winter activities,dog sledding
081112760.jpg,winter activities,dog sledding
022061333.jpg,winter activities,dog sledding
053263274.jpg,winter activities,dog sledding
022430263.jpg,winter activities,dog sledding
025967546.jpg,winter activities,dog sledding
061095177.jpg,winter activities,dog sledding
004083355.jpg,winter activities,dog sledding
096945857.jpg,winter activities,dog sledding
091867317.jpg,winter activities,dog sledding
038076757.jpg,winter activities,dog sledding
051542245.jpg,winter activities,dog sledding
046611942.jpg,,
088219978.jpg,,
068860188.jpg,,
027811125.jpg,,
044684125.jpg,,
042896598.jpg,,
095933517.jpg,,
017531091.jpg,,
008957634.jpg,winter activities,dog sledding
088061883.jpg,winter activities,dog sledding
089668599.jpg,winter activities,dog sledding
087173909.jpg,winter activities,dog sledding
051097692.jpg,winter activities,dog sledding
065974443.jpg,winter activities,dog sledding
056336305.jpg,winter activities,dog sledding
006944783.jpg,winter activities,dog sledding
059583490.jpg,winter activities,dog sledding
001361415.jpg,winter activities,dog sledding
032498741.jpg,,
093229258.jpg,,
030404527.jpg,,
093982664.jpg,,
025013396.jpg,,
031456224.jpg,,
062840750.jpg,,
076162697.jpg,,
050138777.jpg,,
088211569.jpg,,
004024042.jpg,winter activities,skating speed competitive
092219484.jpg,winter activities,skating speed competitive
019630780.jpg,winter activities,skating speed competitive
088423875.jpg,winter activities,skating speed competitive
040086318.jpg,winter activities,skating speed competitive
083275706.jpg,winter activities,skating speed competitive
067166555.jpg,winter activities,skating speed competitive
017594163.jpg,winter activities,skating speed competitive
091804757.jpg,winter activities,skating speed competitive
024551739.jpg,winter activities,skating speed competitive
024414012.jpg,winter activities,skating speed competitive
081417890.jpg,winter activities,skating speed competitive
010587326.jpg,winter activities,skating speed competitive
022203591.jpg,winter activities,skating speed competitive
050367757.jpg,winter activities,skating speed competitive
083047703.jpg,winter activities,skating speed competitive
014748397.jpg,winter activities,skating speed competitive
054766823.jpg,winter activities,skating speed competitive
071124059.jpg,winter activities,skating speed competitive
086059522.jpg,winter activities,skating speed competitive
093556556.jpg,winter activities,skating speed competitive
078463991.jpg,winter activities,skating speed competitive
065282840.jpg,winter activities,skating speed competitive
043362009.jpg,winter activities,skating speed competitive
011211015.jpg,winter activities,skating speed competitive
070973719.jpg,,
099273730.jpg,,
073676059.jpg,,
001671109.jpg,,
049625998.jpg,,
061464663.jpg,,
068967420.jpg,,
071972584.jpg,winter activities,skating speed competitive
055810844.jpg,winter activities,skating speed competitive
022336033.jpg,winter activities,skating speed competitive
094220066.jpg,winter activities,skating speed competitive
069666647.jpg,winter activities,skating speed competitive
023684004.jpg,winter activities,skating speed competitive
032232183.jpg,winter activities,skating speed competitive
092192767.jpg,winter activities,skating speed competitive
088748519.jpg,winter activities,skating speed competitive
040514644.jpg,winter activities,skating speed competitive
003830722.jpg,winter activities,skating speed competitive
004849737.jpg,winter activities,skating speed competitive
028391829.jpg,winter activities,skating speed competitive
062912222.jpg,winter activities,skating speed competitive
058419464.jpg,winter activities,skating speed competitive
063382779.jpg,winter activities,skating speed competitive
071728297.jpg,winter activities,skating speed competitive
001903225.jpg,winter activities,skating speed competitive
010508560.jpg,winter activities,skating speed competitive
035948345.jpg,winter activities,skating speed competitive
015486000.jpg,,
007532004.jpg,,
064096440.jpg,,
081533648.jpg,,
075262666.jpg,winter activities,snowmobiling
081703978.jpg,winter activities,snowmobiling
066585654.jpg,winter activities,snowmobiling
073534532.jpg,winter activities,snowmobiling
027177877.jpg,winter activities,snowmobiling
099300804.jpg,winter activities,snowmobiling
018316565.jpg,winter activities,snowmobiling
021449387.jpg,transportation,motor scooter motorcycle
028892183.jpg,water activities,jet skiing driving in water
097533243.jpg,water activities,jet skiing driving in water
098828859.jpg,fishing and hunting,fishing ice sitting
079489375.jpg,fishing and hunting,fishing ice sitting
062905760.jpg,fishing and hunting,fishing ice sitting
052006258.jpg,fishing and hunting,fishing ice sitting
097062085.jpg,fishing and hunting,fishing ice sitting
069562280.jpg,fishing and hunting,fishing ice sitting
094473013.jpg,fishing and hunting,fishing ice sitting
031655080.jpg,fishing and hunting,fishing ice sitting
033377479.jpg,fishing and hunting,fishing ice sitting
085472459.jpg,fishing and hunting,fishing ice sitting
014985492.jpg,fishing and hunting,fishing ice sitting
094592786.jpg,fishing and hunting,fishing ice sitting
050747435.jpg,fishing and hunting,fishing ice sitting
092641388.jpg,fishing and hunting,fishing ice sitting
033679279.jpg,fishing and hunting,fishing ice sitting
071595890.jpg,fishing and hunting,fishing ice sitting
048287512.jpg,fishing and hunting,fishing ice sitting
062680363.jpg,,
050437249.jpg,,
096711562.jpg,,
069210540.jpg,,
025131897.jpg,,
090967692.jpg,,
029402974.jpg,,
037160510.jpg,,
010212370.jpg,fishing and hunting,fishing ice sitting
089996652.jpg,fishing and hunting,fishing ice sitting
028611202.jpg,fishing and hunting,fishing ice sitting
025891762.jpg,fishing and hunting,fishing ice sitting
092026260.jpg,fishing and hunting,fishing ice sitting
080552686.jpg,fishing and hunting,fishing ice sitting
014107892.jpg,fishing and hunting,fishing ice sitting
076932450.jpg,fishing and hunting,fishing ice sitting
091303310.jpg,fishing and hunting,fishing ice sitting
007851122.jpg,fishing and hunting,fishing ice sitting
082521499.jpg,fishing and hunting,fishing ice sitting
054742005.jpg,fishing and hunting,fishing ice sitting
066919745.jpg,fishing and hunting,fishing ice sitting
049285434.jpg,fishing and hunting,fishing ice sitting
069780308.jpg,fishing and hunting,fishing ice sitting
003409786.jpg,fishing and hunting,fishing ice sitting
076270672.jpg,fishing and hunting,fishing ice sitting
003334370.jpg,fishing and hunting,fishing ice sitting
045529985.jpg,fishing and hunting,fishing ice sitting
015096499.jpg,fishing and hunting,fishing ice sitting
082357428.jpg,fishing and hunting,fishing ice sitting
031366091.jpg,fishing and hunting,fishing ice sitting
045409354.jpg,fishing and hunting,fishing ice sitting
042875074.jpg,fishing and hunting,fishing ice sitting
077250197.jpg,fishing and hunting,fishing ice sitting
048114436.jpg,fishing and hunting,fishing ice sitting
078895834.jpg,fishing and hunting,fishing ice sitting
007350828.jpg,fishing and hunting,fishing ice sitting
019159397.jpg,fishing and hunting,fishing ice sitting
055153425.jpg,fishing and hunting,fishing ice sitting
094708832.jpg,,
007475785.jpg,,
